# 14N(p,gamma)15O S-factor potential model data
# Source: Xu et al. 2013
#
# data = SC87, IM05, RU05, BE06b, LE06b
#
# Units:
#  E - keV
#  S - keV barn
#
     E              S              S_min          S_max
     1.3380e+03     1.5364e+00     1.1473e+00     1.6702e+00
     1.3385e+03     1.5373e+00     1.1481e+00     1.6710e+00
     1.3390e+03     1.5382e+00     1.1489e+00     1.6719e+00
     1.3395e+03     1.5390e+00     1.1496e+00     1.6728e+00
     1.3400e+03     1.5399e+00     1.1504e+00     1.6736e+00
     1.3405e+03     1.5407e+00     1.1511e+00     1.6745e+00
     1.3410e+03     1.5416e+00     1.1519e+00     1.6754e+00
     1.3415e+03     1.5425e+00     1.1527e+00     1.6762e+00
     1.3420e+03     1.5434e+00     1.1535e+00     1.6771e+00
     1.3425e+03     1.5443e+00     1.1543e+00     1.6780e+00
     1.3430e+03     1.5452e+00     1.1551e+00     1.6789e+00
     1.3435e+03     1.5461e+00     1.1559e+00     1.6798e+00
     1.3440e+03     1.5470e+00     1.1567e+00     1.6807e+00
     1.3445e+03     1.5480e+00     1.1576e+00     1.6817e+00
     1.3450e+03     1.5489e+00     1.1584e+00     1.6827e+00
     1.3455e+03     1.5499e+00     1.1593e+00     1.6836e+00
     1.3460e+03     1.5508e+00     1.1601e+00     1.6846e+00
     1.3465e+03     1.5518e+00     1.1610e+00     1.6856e+00
     1.3470e+03     1.5528e+00     1.1619e+00     1.6865e+00
     1.3475e+03     1.5538e+00     1.1628e+00     1.6876e+00
     1.3480e+03     1.5548e+00     1.1637e+00     1.6886e+00
     1.3485e+03     1.5558e+00     1.1646e+00     1.6896e+00
     1.3490e+03     1.5569e+00     1.1655e+00     1.6906e+00
     1.3495e+03     1.5579e+00     1.1664e+00     1.6916e+00
     1.3500e+03     1.5589e+00     1.1674e+00     1.6927e+00
     1.3505e+03     1.5600e+00     1.1683e+00     1.6937e+00
     1.3510e+03     1.5610e+00     1.1692e+00     1.6948e+00
     1.3515e+03     1.5620e+00     1.1702e+00     1.6958e+00
     1.3520e+03     1.5631e+00     1.1712e+00     1.6969e+00
     1.3525e+03     1.5642e+00     1.1722e+00     1.6980e+00
     1.3530e+03     1.5653e+00     1.1732e+00     1.6991e+00
     1.3535e+03     1.5665e+00     1.1743e+00     1.7003e+00
     1.3540e+03     1.5676e+00     1.1753e+00     1.7014e+00
     1.3545e+03     1.5688e+00     1.1763e+00     1.7025e+00
     1.3550e+03     1.5699e+00     1.1773e+00     1.7037e+00
     1.3555e+03     1.5711e+00     1.1784e+00     1.7048e+00
     1.3560e+03     1.5723e+00     1.1795e+00     1.7060e+00
     1.3565e+03     1.5735e+00     1.1806e+00     1.7072e+00
     1.3570e+03     1.5747e+00     1.1817e+00     1.7085e+00
     1.3575e+03     1.5759e+00     1.1828e+00     1.7097e+00
     1.3580e+03     1.5771e+00     1.1839e+00     1.7109e+00
     1.3585e+03     1.5784e+00     1.1851e+00     1.7122e+00
     1.3590e+03     1.5796e+00     1.1862e+00     1.7134e+00
     1.3595e+03     1.5809e+00     1.1874e+00     1.7147e+00
     1.3600e+03     1.5822e+00     1.1886e+00     1.7160e+00
     1.3605e+03     1.5835e+00     1.1898e+00     1.7173e+00
     1.3610e+03     1.5848e+00     1.1910e+00     1.7186e+00
     1.3615e+03     1.5861e+00     1.1922e+00     1.7199e+00
     1.3620e+03     1.5874e+00     1.1934e+00     1.7212e+00
     1.3625e+03     1.5888e+00     1.1947e+00     1.7226e+00
     1.3630e+03     1.5902e+00     1.1959e+00     1.7240e+00
     1.3635e+03     1.5916e+00     1.1973e+00     1.7255e+00
     1.3640e+03     1.5930e+00     1.1986e+00     1.7269e+00
     1.3645e+03     1.5945e+00     1.1999e+00     1.7283e+00
     1.3650e+03     1.5959e+00     1.2013e+00     1.7298e+00
     1.3655e+03     1.5973e+00     1.2026e+00     1.7312e+00
     1.3660e+03     1.5988e+00     1.2040e+00     1.7327e+00
     1.3665e+03     1.6003e+00     1.2054e+00     1.7342e+00
     1.3670e+03     1.6019e+00     1.2069e+00     1.7358e+00
     1.3675e+03     1.6035e+00     1.2083e+00     1.7374e+00
     1.3680e+03     1.6050e+00     1.2097e+00     1.7389e+00
     1.3685e+03     1.6066e+00     1.2112e+00     1.7405e+00
     1.3690e+03     1.6081e+00     1.2127e+00     1.7421e+00
     1.3695e+03     1.6098e+00     1.2142e+00     1.7437e+00
     1.3700e+03     1.6114e+00     1.2158e+00     1.7454e+00
     1.3705e+03     1.6131e+00     1.2173e+00     1.7471e+00
     1.3710e+03     1.6149e+00     1.2190e+00     1.7489e+00
     1.3715e+03     1.6165e+00     1.2205e+00     1.7506e+00
     1.3720e+03     1.6183e+00     1.2222e+00     1.7523e+00
     1.3725e+03     1.6200e+00     1.2238e+00     1.7540e+00
     1.3730e+03     1.6218e+00     1.2255e+00     1.7558e+00
     1.3735e+03     1.6236e+00     1.2272e+00     1.7577e+00
     1.3740e+03     1.6254e+00     1.2289e+00     1.7595e+00
     1.3745e+03     1.6273e+00     1.2307e+00     1.7614e+00
     1.3750e+03     1.6292e+00     1.2325e+00     1.7633e+00
     1.3755e+03     1.6311e+00     1.2343e+00     1.7652e+00
     1.3760e+03     1.6330e+00     1.2361e+00     1.7672e+00
     1.3765e+03     1.6350e+00     1.2380e+00     1.7692e+00
     1.3770e+03     1.6370e+00     1.2399e+00     1.7712e+00
     1.3775e+03     1.6390e+00     1.2418e+00     1.7732e+00
     1.3780e+03     1.6411e+00     1.2437e+00     1.7753e+00
     1.3785e+03     1.6431e+00     1.2457e+00     1.7773e+00
     1.3790e+03     1.6452e+00     1.2476e+00     1.7794e+00
     1.3795e+03     1.6474e+00     1.2497e+00     1.7817e+00
     1.3800e+03     1.6496e+00     1.2518e+00     1.7839e+00
     1.3805e+03     1.6518e+00     1.2540e+00     1.7861e+00
     1.3810e+03     1.6541e+00     1.2561e+00     1.7884e+00
     1.3815e+03     1.6563e+00     1.2583e+00     1.7907e+00
     1.3820e+03     1.6586e+00     1.2604e+00     1.7930e+00
     1.3825e+03     1.6610e+00     1.2627e+00     1.7954e+00
     1.3830e+03     1.6634e+00     1.2650e+00     1.7978e+00
     1.3835e+03     1.6658e+00     1.2673e+00     1.8003e+00
     1.3840e+03     1.6683e+00     1.2697e+00     1.8028e+00
     1.3845e+03     1.6709e+00     1.2721e+00     1.8054e+00
     1.3850e+03     1.6734e+00     1.2746e+00     1.8080e+00
     1.3855e+03     1.6760e+00     1.2770e+00     1.8106e+00
     1.3860e+03     1.6786e+00     1.2795e+00     1.8132e+00
     1.3865e+03     1.6813e+00     1.2821e+00     1.8159e+00
     1.3870e+03     1.6840e+00     1.2848e+00     1.8187e+00
     1.3875e+03     1.6868e+00     1.2875e+00     1.8216e+00
     1.3880e+03     1.6896e+00     1.2902e+00     1.8244e+00
     1.3885e+03     1.6925e+00     1.2929e+00     1.8273e+00
     1.3890e+03     1.6953e+00     1.2957e+00     1.8302e+00
     1.3895e+03     1.6983e+00     1.2985e+00     1.8332e+00
     1.3900e+03     1.7015e+00     1.3015e+00     1.8364e+00
     1.3905e+03     1.7045e+00     1.3045e+00     1.8395e+00
     1.3910e+03     1.7077e+00     1.3076e+00     1.8427e+00
     1.3915e+03     1.7109e+00     1.3106e+00     1.8459e+00
     1.3920e+03     1.7141e+00     1.3138e+00     1.8493e+00
     1.3925e+03     1.7174e+00     1.3169e+00     1.8525e+00
     1.3930e+03     1.7208e+00     1.3203e+00     1.8560e+00
     1.3935e+03     1.7243e+00     1.3236e+00     1.8596e+00
     1.3940e+03     1.7278e+00     1.3270e+00     1.8632e+00
     1.3945e+03     1.7314e+00     1.3305e+00     1.8668e+00
     1.3950e+03     1.7350e+00     1.3340e+00     1.8704e+00
     1.3955e+03     1.7386e+00     1.3375e+00     1.8741e+00
     1.3960e+03     1.7424e+00     1.3412e+00     1.8780e+00
     1.3965e+03     1.7464e+00     1.3451e+00     1.8821e+00
     1.3970e+03     1.7504e+00     1.3489e+00     1.8861e+00
     1.3975e+03     1.7544e+00     1.3528e+00     1.8902e+00
     1.3980e+03     1.7584e+00     1.3568e+00     1.8943e+00
     1.3985e+03     1.7626e+00     1.3608e+00     1.8985e+00
     1.3990e+03     1.7669e+00     1.3650e+00     1.9029e+00
     1.3995e+03     1.7714e+00     1.3693e+00     1.9075e+00
     1.4000e+03     1.7758e+00     1.3737e+00     1.9121e+00
     1.4005e+03     1.7804e+00     1.3781e+00     1.9167e+00
     1.4010e+03     1.7850e+00     1.3826e+00     1.9214e+00
     1.4015e+03     1.7897e+00     1.3872e+00     1.9262e+00
     1.4020e+03     1.7944e+00     1.3918e+00     1.9310e+00
     1.4025e+03     1.7995e+00     1.3968e+00     1.9362e+00
     1.4030e+03     1.8046e+00     1.4018e+00     1.9414e+00
     1.4035e+03     1.8098e+00     1.4068e+00     1.9467e+00
     1.4040e+03     1.8151e+00     1.4120e+00     1.9522e+00
     1.4045e+03     1.8205e+00     1.4173e+00     1.9577e+00
     1.4050e+03     1.8259e+00     1.4226e+00     1.9632e+00
     1.4055e+03     1.8317e+00     1.4282e+00     1.9691e+00
     1.4060e+03     1.8376e+00     1.4340e+00     1.9751e+00
     1.4065e+03     1.8435e+00     1.4398e+00     1.9812e+00
     1.4070e+03     1.8496e+00     1.4458e+00     1.9874e+00
     1.4075e+03     1.8558e+00     1.4518e+00     1.9937e+00
     1.4080e+03     1.8620e+00     1.4579e+00     2.0001e+00
     1.4085e+03     1.8686e+00     1.4644e+00     2.0069e+00
     1.4090e+03     1.8754e+00     1.4710e+00     2.0139e+00
     1.4095e+03     1.8824e+00     1.4779e+00     2.0211e+00
     1.4100e+03     1.8894e+00     1.4847e+00     2.0282e+00
     1.4105e+03     1.8965e+00     1.4917e+00     2.0356e+00
     1.4110e+03     1.9038e+00     1.4988e+00     2.0430e+00
     1.4115e+03     1.9114e+00     1.5064e+00     2.0509e+00
     1.4120e+03     1.9194e+00     1.5141e+00     2.0590e+00
     1.4125e+03     1.9274e+00     1.5221e+00     2.0674e+00
     1.4130e+03     1.9356e+00     1.5301e+00     2.0758e+00
     1.4135e+03     1.9439e+00     1.5383e+00     2.0843e+00
     1.4140e+03     1.9524e+00     1.5466e+00     2.0931e+00
     1.4145e+03     1.9614e+00     1.5554e+00     2.1023e+00
     1.4150e+03     1.9706e+00     1.5645e+00     2.1119e+00
     1.4155e+03     1.9801e+00     1.5738e+00     2.1217e+00
     1.4160e+03     1.9897e+00     1.5832e+00     2.1316e+00
     1.4165e+03     1.9994e+00     1.5928e+00     2.1417e+00
     1.4170e+03     2.0094e+00     1.6026e+00     2.1520e+00
     1.4175e+03     2.0201e+00     1.6131e+00     2.1630e+00
     1.4180e+03     2.0310e+00     1.6238e+00     2.1743e+00
     1.4185e+03     2.0421e+00     1.6348e+00     2.1858e+00
     1.4190e+03     2.0535e+00     1.6460e+00     2.1976e+00
     1.4195e+03     2.0650e+00     1.6574e+00     2.2096e+00
     1.4200e+03     2.0769e+00     1.6691e+00     2.2220e+00
     1.4205e+03     2.0896e+00     1.6816e+00     2.2352e+00
     1.4210e+03     2.1026e+00     1.6944e+00     2.2486e+00
     1.4215e+03     2.1158e+00     1.7074e+00     2.2624e+00
     1.4220e+03     2.1294e+00     1.7207e+00     2.2765e+00
     1.4225e+03     2.1431e+00     1.7343e+00     2.2909e+00
     1.4230e+03     2.1576e+00     1.7486e+00     2.3060e+00
     1.4235e+03     2.1728e+00     1.7635e+00     2.3218e+00
     1.4240e+03     2.1884e+00     1.7788e+00     2.3380e+00
     1.4245e+03     2.2042e+00     1.7944e+00     2.3546e+00
     1.4250e+03     2.2204e+00     1.8104e+00     2.3716e+00
     1.4255e+03     2.2370e+00     1.8267e+00     2.3889e+00
     1.4260e+03     2.2547e+00     1.8442e+00     2.4075e+00
     1.4265e+03     2.2730e+00     1.8622e+00     2.4266e+00
     1.4270e+03     2.2917e+00     1.8806e+00     2.4463e+00
     1.4275e+03     2.3110e+00     1.8995e+00     2.4665e+00
     1.4280e+03     2.3306e+00     1.9188e+00     2.4871e+00
     1.4285e+03     2.3509e+00     1.9389e+00     2.5085e+00
     1.4290e+03     2.3725e+00     1.9601e+00     2.5313e+00
     1.4295e+03     2.3947e+00     1.9819e+00     2.5546e+00
     1.4300e+03     2.4175e+00     2.0044e+00     2.5786e+00
     1.4305e+03     2.4407e+00     2.0272e+00     2.6032e+00
     1.4310e+03     2.4646e+00     2.0507e+00     2.6284e+00
     1.4315e+03     2.4900e+00     2.0757e+00     2.6553e+00
     1.4320e+03     2.5163e+00     2.1016e+00     2.6831e+00
     1.4325e+03     2.5432e+00     2.1280e+00     2.7117e+00
     1.4330e+03     2.5709e+00     2.1552e+00     2.7410e+00
     1.4335e+03     2.5993e+00     2.1832e+00     2.7712e+00
     1.4340e+03     2.6289e+00     2.2123e+00     2.8027e+00
     1.4345e+03     2.6601e+00     2.2428e+00     2.8358e+00
     1.4350e+03     2.6920e+00     2.2742e+00     2.8698e+00
     1.4355e+03     2.7248e+00     2.3064e+00     2.9048e+00
     1.4360e+03     2.7585e+00     2.3395e+00     2.9407e+00
     1.4365e+03     2.7933e+00     2.3736e+00     2.9779e+00
     1.4370e+03     2.8298e+00     2.4095e+00     3.0170e+00
     1.4375e+03     2.8675e+00     2.4464e+00     3.0573e+00
     1.4380e+03     2.9062e+00     2.4843e+00     3.0987e+00
     1.4385e+03     2.9459e+00     2.5233e+00     3.1413e+00
     1.4390e+03     2.9868e+00     2.5634e+00     3.1852e+00
     1.4395e+03     3.0293e+00     2.6050e+00     3.2309e+00
     1.4400e+03     3.0731e+00     2.6478e+00     3.2779e+00
     1.4405e+03     3.1181e+00     2.6919e+00     3.3264e+00
     1.4410e+03     3.1644e+00     2.7371e+00     3.3762e+00
     1.4415e+03     3.2120e+00     2.7836e+00     3.4275e+00
     1.4420e+03     3.2602e+00     2.8308e+00     3.4796e+00
     1.4425e+03     3.3099e+00     2.8792e+00     3.5331e+00
     1.4430e+03     3.3609e+00     2.9290e+00     3.5882e+00
     1.4435e+03     3.4133e+00     2.9801e+00     3.6449e+00
     1.4440e+03     3.4672e+00     3.0327e+00     3.7033e+00
     1.4445e+03     3.5201e+00     3.0842e+00     3.7606e+00
     1.4450e+03     3.5741e+00     3.1368e+00     3.8190e+00
     1.4455e+03     3.6295e+00     3.1908e+00     3.8792e+00
     1.4460e+03     3.6863e+00     3.2460e+00     3.9408e+00
     1.4465e+03     3.7448e+00     3.3029e+00     4.0043e+00
     1.4470e+03     3.7986e+00     3.3552e+00     4.0628e+00
     1.4475e+03     3.8534e+00     3.4084e+00     4.1224e+00
     1.4480e+03     3.9096e+00     3.4630e+00     4.1836e+00
     1.4485e+03     3.9671e+00     3.5188e+00     4.2462e+00
     1.4490e+03     4.0244e+00     3.5743e+00     4.3085e+00
     1.4495e+03     4.0733e+00     3.6217e+00     4.3619e+00
     1.4500e+03     4.1231e+00     3.6700e+00     4.4162e+00
     1.4505e+03     4.1740e+00     3.7192e+00     4.4717e+00
     1.4510e+03     4.2259e+00     3.7695e+00     4.5282e+00
     1.4515e+03     4.2714e+00     3.8134e+00     4.5779e+00
     1.4520e+03     4.3080e+00     3.8489e+00     4.6179e+00
     1.4525e+03     4.3451e+00     3.8847e+00     4.6585e+00
     1.4530e+03     4.3827e+00     3.9211e+00     4.6996e+00
     1.4535e+03     4.4208e+00     3.9579e+00     4.7413e+00
     1.4540e+03     4.4416e+00     3.9778e+00     4.7640e+00
     1.4545e+03     4.4586e+00     3.9943e+00     4.7827e+00
     1.4550e+03     4.4757e+00     4.0107e+00     4.8015e+00
     1.4555e+03     4.4930e+00     4.0274e+00     4.8205e+00
     1.4560e+03     4.5027e+00     4.0368e+00     4.8313e+00
     1.4565e+03     4.4958e+00     4.0301e+00     4.8239e+00
     1.4570e+03     4.4889e+00     4.0233e+00     4.8164e+00
     1.4575e+03     4.4822e+00     4.0168e+00     4.8092e+00
     1.4580e+03     4.4752e+00     4.0100e+00     4.8018e+00
     1.4585e+03     4.4477e+00     3.9834e+00     4.7720e+00
     1.4590e+03     4.4180e+00     3.9546e+00     4.7395e+00
     1.4595e+03     4.3885e+00     3.9260e+00     4.7075e+00
     1.4600e+03     4.3594e+00     3.8978e+00     4.6758e+00
     1.4605e+03     4.3193e+00     3.8590e+00     4.6322e+00
     1.4610e+03     4.2718e+00     3.8128e+00     4.5804e+00
     1.4615e+03     4.2249e+00     3.7674e+00     4.5295e+00
     1.4620e+03     4.1789e+00     3.7227e+00     4.4794e+00
     1.4625e+03     4.1285e+00     3.6737e+00     4.4245e+00
     1.4630e+03     4.0698e+00     3.6168e+00     4.3607e+00
     1.4635e+03     4.0126e+00     3.5611e+00     4.2985e+00
     1.4640e+03     3.9568e+00     3.5069e+00     4.2378e+00
     1.4645e+03     3.8997e+00     3.4513e+00     4.1757e+00
     1.4650e+03     3.8368e+00     3.3901e+00     4.1074e+00
     1.4655e+03     3.7757e+00     3.3305e+00     4.0410e+00
     1.4660e+03     3.7162e+00     3.2725e+00     3.9765e+00
     1.4665e+03     3.6568e+00     3.2146e+00     3.9120e+00
     1.4670e+03     3.5949e+00     3.1541e+00     3.8447e+00
     1.4675e+03     3.5347e+00     3.0953e+00     3.7795e+00
     1.4680e+03     3.4764e+00     3.0382e+00     3.7162e+00
     1.4685e+03     3.4186e+00     2.9818e+00     3.6538e+00
     1.4690e+03     3.3606e+00     2.9249e+00     3.5909e+00
     1.4695e+03     3.3044e+00     2.8699e+00     3.5302e+00
     1.4700e+03     3.2500e+00     2.8165e+00     3.4714e+00
     1.4705e+03     3.1966e+00     2.7641e+00     3.4137e+00
     1.4710e+03     3.1442e+00     2.7127e+00     3.3572e+00
     1.4715e+03     3.0934e+00     2.6628e+00     3.3024e+00
     1.4720e+03     3.0444e+00     2.6146e+00     3.2497e+00
     1.4725e+03     2.9965e+00     2.5675e+00     3.1981e+00
     1.4730e+03     2.9502e+00     2.5219e+00     3.1483e+00
     1.4735e+03     2.9054e+00     2.4778e+00     3.1002e+00
     1.4740e+03     2.8621e+00     2.4351e+00     3.0538e+00
     1.4745e+03     2.8203e+00     2.3939e+00     3.0089e+00
     1.4750e+03     2.7798e+00     2.3540e+00     2.9656e+00
     1.4755e+03     2.7407e+00     2.3153e+00     2.9237e+00
     1.4760e+03     2.7032e+00     2.2783e+00     2.8836e+00
     1.4765e+03     2.6670e+00     2.2425e+00     2.8450e+00
     1.4770e+03     2.6320e+00     2.2079e+00     2.8077e+00
     1.4775e+03     2.5984e+00     2.1747e+00     2.7719e+00
     1.4780e+03     2.5661e+00     2.1428e+00     2.7376e+00
     1.4785e+03     2.5349e+00     2.1118e+00     2.7044e+00
     1.4790e+03     2.5049e+00     2.0820e+00     2.6725e+00
     1.4795e+03     2.4762e+00     2.0536e+00     2.6420e+00
     1.4800e+03     2.4484e+00     2.0261e+00     2.6127e+00
     1.4805e+03     2.4216e+00     1.9995e+00     2.5843e+00
     1.4810e+03     2.3961e+00     1.9741e+00     2.5573e+00
     1.4815e+03     2.3714e+00     1.9496e+00     2.5312e+00
     1.4820e+03     2.3475e+00     1.9258e+00     2.5060e+00
     1.4825e+03     2.3248e+00     1.9033e+00     2.4821e+00
     1.4830e+03     2.3029e+00     1.8815e+00     2.4590e+00
     1.4835e+03     2.2817e+00     1.8604e+00     2.4367e+00
     1.4840e+03     2.2615e+00     1.8403e+00     2.4155e+00
     1.4845e+03     2.2419e+00     1.8208e+00     2.3950e+00
     1.4850e+03     2.2232e+00     1.8021e+00     2.3753e+00
     1.4855e+03     2.2051e+00     1.7841e+00     2.3564e+00
     1.4860e+03     2.1876e+00     1.7666e+00     2.3381e+00
     1.4865e+03     2.1709e+00     1.7500e+00     2.3207e+00
     1.4870e+03     2.1549e+00     1.7340e+00     2.3040e+00
     1.4875e+03     2.1393e+00     1.7184e+00     2.2877e+00
     1.4880e+03     2.1245e+00     1.7036e+00     2.2723e+00
     1.4885e+03     2.1101e+00     1.6892e+00     2.2573e+00
     1.4890e+03     2.0963e+00     1.6754e+00     2.2429e+00
     1.4895e+03     2.0831e+00     1.6622e+00     2.2292e+00
     1.4900e+03     2.0703e+00     1.6494e+00     2.2159e+00
     1.4905e+03     2.0579e+00     1.6370e+00     2.2031e+00
     1.4910e+03     2.0460e+00     1.6251e+00     2.1907e+00
     1.4915e+03     2.0346e+00     1.6136e+00     2.1789e+00
     1.4920e+03     2.0236e+00     1.6026e+00     2.1676e+00
     1.4925e+03     2.0131e+00     1.5920e+00     2.1566e+00
     1.4930e+03     2.0028e+00     1.5817e+00     2.1461e+00
     1.4935e+03     1.9930e+00     1.5718e+00     2.1359e+00
     1.4940e+03     1.9835e+00     1.5623e+00     2.1261e+00
     1.4945e+03     1.9743e+00     1.5531e+00     2.1167e+00
     1.4950e+03     1.9656e+00     1.5443e+00     2.1077e+00
     1.4955e+03     1.9571e+00     1.5357e+00     2.0989e+00
     1.4960e+03     1.9489e+00     1.5275e+00     2.0905e+00
